ID,Anio,IVP,Salario Minimo,Concepto,TipoCT,Consecutivo,SIGAU,Especie,Tratamiento,Espacio,Estrato,Localidad,Latitud,Longitud,PAP,DAP,Altura Total,Altura Comercial,Diam. Copa Polar,Diam. Copa Ecuatorial,Perimetro basal,Estado fuste,Estado Copa,Estado Raiz,Estado FitoSanitario,Estado General,Riesgo,Interes patrimonial,Autorizado
1162,2023,0.4581,1160000,2023EE74339,Infraestructura,SSFFS-74339,14300618800442,schefflera pategallina hojigrande,Conservar,Publico,6,LOS MARTIRES,4.596447511830521,-74.09476963819928,0.14,0.44,12.36,1.69,9.03,6.25,0.48,5,4,5,4,Bueno,Bajo,No,UAESP
1163,2020,0.4379,877803,2020EE85396,Emergencia,SSFFS-85396,16257602443164,corazon de pollo,Tratamiento especial,Privado,4,PUENTE ARANDA,4.6283472877012395,-74.10570213125591,0.28,0.88,6.88,6.33,2.11,3.6,0.97,3,3,3,2,Malo,Alto,No,UAESP
1164,2021,0.4379,908526,2021EE54525,Emergencia,SSFFS-54525,18247865311628,ojo de perdiz,Poda estructural,Privado,5,RAFAEL URIBE URIBE,4.571091719251547,-74.12524831190467,0.11,0.35,1.72,1.11,0.63,0.74,0.38,4,3,4,4,Regular,Medio,No,EEAB
1165,2024,0.4476,1300000,2024EE99076,Emergencia,SSFFS-99076,13765608491494,eucalipto pomarroso,Tratamiento especial,Publico,2,TEUSAQUILLO,4.656789562133499,-74.0946999181262,5.75,18.06,10.73,0.4,10.07,20.04,19.87,3,3,3,2,Malo,Alto,No,EEAB
1166,2020,0.4379,877803,2020EE90445,Emergencia,SSFFS-90445,03454882550951,chirimoyo,Tala,Privado,6,SANTA FE,4.5983117644119655,-74.02471408054714,0.62,1.95,5.71,0.18,3.45,3.21,2.14,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1167,2023,0.4581,1160000,2023EE36978,Infraestructura,SSFFS-36978,19712688211407,cajeto,Poda realce,Privado,5,CIUDAD BOLIVAR,4.5944533963995005,-74.16175699249098,1.51,4.74,23.73,22.2,4.17,2.1,5.22,4,4,4,4,Bueno,Bajo,No,UAESP
1168,2021,0.4379,908526,2021EE67734,Infraestructura,SSFFS-67734,17163776452927,metrosideros,Poda control altura,Privado,2,CANDELARIA,4.5981851730654455,-74.0716377931127,0.59,1.85,3.75,2.04,1.97,3.41,2.04,3,2,3,5,Regular,Medio,No,JBB
1169,2025,0.4745,1423500,2025EE08404,Infraestructura,SSFFS-08404,13232757786985,curapin campanilla,Poda aclareo,Privado,6,TEUSAQUILLO,4.636633585491318,-74.09383729012148,1.01,3.17,8.03,1.16,3.26,0.85,3.49,4,3,4,5,Bueno,Bajo,No,EEAB
1170,2023,0.4581,1160000,2023EE95835,Infraestructura,SSFFS-95835,19333843681661,callistemo,Poda radicular,Publico,5,CIUDAD BOLIVAR,4.4963584440327375,-74.12283784261567,1.38,4.34,8.74,0.45,0.79,2.25,4.77,4,4,2,4,Regular,Medio,No,IDU
1171,2023,0.4581,1160000,2023EE97931,Manejo,SSFFS-97931,15870871447240,schefflera pategallina hojipequena,Tala,Publico,5,ANTONIO NARIÑO,4.589157619317859,-74.11842989030697,0.51,1.6,3.15,2.91,2.23,8.29,1.76,1,1,1,1,Muy Malo,Muy Alto,No,ENEL
1172,2021,0.4379,908526,2021EE18687,Manejo,SSFFS-18687,07196148953361,cerezo,Poda radicular,Privado,1,BOSA,4.622671032445547,-74.19503175169471,20.05,62.99,11.25,0.09,116.41,1.33,69.29,4,4,2,4,Regular,Medio,No,OTRO
1173,2022,0.432,1000000,2022EE38867,Infraestructura,SSFFS-38867,09434216708689,salvio negro,Traslado,Privado,5,FONTIBON,4.661863968133759,-74.11065155787274,0.38,1.19,5.76,1.31,3.15,22.65,1.31,4,4,5,4,Bueno,Bajo,No,JBB
1174,2024,0.4476,1300000,2024EE54552,Manejo,SSFFS-54552,09910739008858,balu cambulo,Poda control altura,Publico,5,FONTIBON,4.7056873704960624,-74.14408557974215,0.34,1.07,7.43,0.2,6.5,2.26,1.17,3,2,3,5,Regular,Medio,No,ENEL
1175,2020,0.4379,877803,2020EE94970,Emergencia,SSFFS-94970,09477477048833,helecho palma,Tratamiento integral,Publico,1,FONTIBON,4.6948580540811,-74.16886012119689,0.45,1.41,2.4,2.21,1.66,1.92,1.56,2,2,2,2,Malo,Alto,No,EEAB
1176,2022,0.432,1000000,2022EE26515,Infraestructura,SSFFS-26515,03239324827961,hayuelo,Tala,Publico,5,SANTA FE,4.59569551767638,-73.9975526227525,18.3,57.49,3.66,0.43,36.46,7.3,63.24,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1177,2025,0.4745,1423500,2025EE40964,Manejo,SSFFS-40964,10917608948967,pomarroso,Poda realce,Publico,2,ENGATIVA,4.732313165003904,-74.12512534364835,2.01,6.31,8.87,1.72,3.99,2.23,6.95,4,4,4,4,Bueno,Bajo,No,UAESP
1178,2020,0.4379,877803,2020EE92497,Infraestructura,SSFFS-92497,02295088861162,morera,Poda radicular,Privado,4,CHAPINERO,4.622369118250005,-73.99739118905578,0.37,1.16,4.25,0.83,3.11,3.19,1.28,4,4,2,4,Regular,Medio,No,UAESP
1179,2020,0.4379,877803,2020EE20813,Emergencia,SSFFS-20813,11727859300767,metrosideros,Tratamiento especial,Privado,1,SUBA,4.703680105109442,-74.05641585762002,0.72,2.26,1.73,0.01,4.66,1.53,2.49,3,3,3,2,Malo,Alto,No,EEAB
1180,2024,0.4476,1300000,2024EE01351,Infraestructura,SSFFS-01351,17367474669368,papayuelo,Conservar,Privado,4,CANDELARIA,4.600107879272016,-74.0666283957051,0.25,0.79,2.24,2.13,5.08,3.06,0.86,5,4,5,4,Bueno,Bajo,No,ENEL
1181,2025,0.4745,1423500,2025EE92427,Manejo,SSFFS-92427,18045523772316,liquidambar estoraque,Poda estructural,Privado,4,RAFAEL URIBE URIBE,4.569031808305284,-74.11769584276917,74.18,233.04,14.4,14.31,7.46,0.68,256.35,4,3,4,4,Regular,Medio,No,JBB
1182,2021,0.4379,908526,2021EE49047,Infraestructura,SSFFS-49047,15056845496532,ocobo guayacan,Poda control altura,Publico,2,ANTONIO NARIÑO,4.579831212708819,-74.09985328650464,0.69,2.17,5.58,1.88,2.61,11.98,2.38,3,2,3,5,Regular,Medio,No,JBB
1183,2023,0.4581,1160000,2023EE29722,Manejo,SSFFS-29722,11485811192783,sauce lloron,Traslado,Privado,1,SUBA,4.717003824870474,-74.08082980780979,67.56,212.25,31.15,8.05,11.03,453.49,233.47,4,4,5,4,Bueno,Bajo,No,UAESP
1184,2022,0.432,1000000,2022EE19323,Manejo,SSFFS-19323,11349471121431,milflores,Poda radicular,Privado,1,SUBA,4.731673956742593,-74.06078146495594,0.1,0.31,6.25,4.17,0.89,3.53,0.35,4,4,2,4,Regular,Medio,No,JBB
1185,2024,0.4476,1300000,2024EE48566,Emergencia,SSFFS-48566,04593608203907,uva camarona,Poda radicular,Publico,5,SAN CRISTOBAL,4.5292798074626495,-74.08975787157571,0.51,1.6,2.95,2.81,1.58,1.72,1.76,4,4,2,4,Regular,Medio,No,JBB
1186,2020,0.4379,877803,2020EE98358,Manejo,SSFFS-98358,06834393324240,nacedero,Poda aclareo,Publico,3,TUNJUELITO,4.5783986974407895,-74.13135059963611,0.6,1.88,8.0,1.74,5.0,6.0,2.07,4,3,4,5,Bueno,Bajo,No,EEAB
1187,2025,0.4745,1423500,2025EE62271,Emergencia,SSFFS-62271,17214620452820,cerezo ciruelo,Conservar,Privado,1,CANDELARIA,4.5991085580430875,-74.07761975068736,1.79,5.62,12.75,3.28,8.8,5.48,6.19,5,4,5,4,Bueno,Bajo,No,UAESP
1188,2025,0.4745,1423500,2025EE96626,Emergencia,SSFFS-96626,18304416833686,endrino,Conservar,Privado,1,RAFAEL URIBE URIBE,4.541186455817414,-74.10775487083903,0.23,0.72,8.96,2.72,9.1,5.73,0.79,5,4,5,4,Bueno,Bajo,No,IDU
1189,2022,0.432,1000000,2022EE26557,Manejo,SSFFS-26557,08710964697257,laurel de cera,Poda estabilidad,Privado,5,KENNEDY,4.624698095452922,-74.16742159903953,0.31,0.97,5.37,4.01,2.68,3.62,1.07,3,2,3,4,Regular,Medio,No,OTRO
1190,2023,0.4581,1160000,2023EE20206,Emergencia,SSFFS-20206,07550768225675,pitosporo,Traslado,Privado,2,BOSA,4.6222148033466715,-74.18024323809591,0.65,2.04,5.57,3.14,2.9,3.73,2.25,4,4,5,4,Bueno,Bajo,No,JBB
1191,2025,0.4745,1423500,2025EE52268,Emergencia,SSFFS-52268,08322412423319,guayacan de manizales,Poda estabilidad,Privado,3,KENNEDY,4.627652507523169,-74.13442472257016,57.86,181.77,18.11,14.51,23.89,39.67,199.95,3,2,3,4,Regular,Medio,No,ENEL
1192,2020,0.4379,877803,2020EE50463,Emergencia,SSFFS-50463,15784717764777,acacia morada,Poda radicular,Privado,4,ANTONIO NARIÑO,4.589515271751965,-74.1190187415702,54.61,171.56,33.14,26.94,16.34,16.62,188.72,4,4,2,4,Regular,Medio,No,UAESP
1193,2021,0.4379,908526,2021EE06435,Emergencia,SSFFS-06435,18937438790626,caucho benjamin,Traslado,Privado,6,RAFAEL URIBE URIBE,4.551033501059148,-74.11327279798697,65.69,206.37,8.49,0.37,14.9,11.85,227.01,4,4,5,4,Bueno,Bajo,No,UAESP
1194,2022,0.432,1000000,2022EE54050,Infraestructura,SSFFS-54050,07455295828168,pino patula,Poda aclareo,Publico,6,BOSA,4.651756722740117,-74.1887009972589,79.49,249.73,10.35,8.99,14.01,4.82,274.7,4,3,4,5,Bueno,Bajo,No,OTRO
1195,2024,0.4476,1300000,2024EE28983,Infraestructura,SSFFS-28983,05850577931319,yuca palma yuca,Poda estabilidad,Publico,2,USME,4.461384830481387,-74.09788075151168,1.27,3.99,10.92,8.93,5.75,2.89,4.39,3,2,3,4,Regular,Medio,No,UAESP
1196,2024,0.4476,1300000,2024EE35566,Emergencia,SSFFS-35566,07679171328392,tabaco,Poda aclareo,Privado,3,BOSA,4.625479344226258,-74.18165883261825,0.16,0.5,2.8,1.39,1.5,3.2,0.55,4,3,4,5,Bueno,Bajo,No,EEAB
1197,2024,0.4476,1300000,2024EE85524,Manejo,SSFFS-85524,13877261504424,abutilon blanco,Poda radicular,Privado,6,TEUSAQUILLO,4.629997982711291,-74.09503282472856,0.28,0.88,2.2,0.92,1.06,3.46,0.97,4,4,2,4,Regular,Medio,No,ENEL
1198,2020,0.4379,877803,2020EE21404,Manejo,SSFFS-21404,07163715889734,aromo,Tala,Publico,3,BOSA,4.611282892221791,-74.20958130157003,0.36,1.13,3.73,2.66,2.45,2.58,1.24,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1199,2023,0.4581,1160000,2023EE72377,Manejo,SSFFS-72377,02832254733315,pino colombiano,Poda realce,Privado,5,CHAPINERO,4.619912855402683,-74.02059912293102,1.09,3.42,8.0,7.21,1.5,1.5,3.77,4,4,4,4,Bueno,Bajo,No,UAESP
1200,2022,0.432,1000000,2022EE35227,Infraestructura,SSFFS-35227,01762351706712,raque san juanito,Poda aclareo,Publico,3,USAQUEN,4.748445102348025,-74.01900119315746,0.21,0.66,2.55,0.27,5.91,3.45,0.73,4,3,4,5,Bueno,Bajo,No,EEAB
1201,2023,0.4581,1160000,2023EE15619,Manejo,SSFFS-15619,08990196500230,susque,Conservar,Privado,2,KENNEDY,4.622206807451055,-74.13443247893464,0.79,2.48,15.8,11.21,4.0,6.0,2.73,5,4,5,4,Bueno,Bajo,No,JBB
1202,2025,0.4745,1423500,2025EE46123,Infraestructura,SSFFS-46123,10047320210288,acacia de jardin,Poda estructural,Privado,4,ENGATIVA,4.684392601969455,-74.09176896251714,1.53,4.81,7.59,4.75,4.47,13.89,5.29,4,3,4,4,Regular,Medio,No,JBB
1203,2023,0.4581,1160000,2023EE38326,Infraestructura,SSFFS-38326,01980131429528,cayeno,Traslado,Privado,1,USAQUEN,4.752160081477321,-74.02035099323312,0.9,2.83,19.22,6.99,6.9,8.67,3.11,4,4,5,4,Bueno,Bajo,No,EEAB
1204,2025,0.4745,1423500,2025EE67819,Emergencia,SSFFS-67819,04195548855065,quina,Poda control altura,Privado,5,SAN CRISTOBAL,4.525086497906116,-74.04907040850412,0.22,0.69,2.38,1.2,1.55,2.87,0.76,3,2,3,5,Regular,Medio,No,ENEL
1205,2024,0.4476,1300000,2024EE77715,Manejo,SSFFS-77715,02384552573757,cipres japones,Poda radicular,Publico,4,CHAPINERO,4.634125981751227,-74.04308738256134,2.14,6.72,11.98,11.52,4.05,6.44,7.4,4,4,2,4,Regular,Medio,No,JBB
1206,2020,0.4379,877803,2020EE16108,Manejo,SSFFS-16108,02426702328271,chocho,Tratamiento especial,Publico,3,CHAPINERO,4.631694438308934,-74.05286167727283,0.79,2.48,11.25,5.14,1.69,1.58,2.73,3,3,3,2,Malo,Alto,No,EEAB
1207,2024,0.4476,1300000,2024EE59516,Manejo,SSFFS-59516,01888281998027,cipres italiano,Conservar,Privado,2,USAQUEN,4.7399087164674,-74.0260975208873,1.08,3.39,8.45,7.75,61.66,12.37,3.73,5,4,5,4,Bueno,Bajo,No,JBB
1208,2023,0.4581,1160000,2023EE03519,Manejo,SSFFS-03519,02390514886190,quina,Poda realce,Privado,1,CHAPINERO,4.625196313427237,-74.05792441536926,0.23,0.72,3.09,1.74,1.11,3.48,0.79,4,4,4,4,Bueno,Bajo,No,UAESP
1209,2025,0.4745,1423500,2025EE42972,Emergencia,SSFFS-42972,18955298697582,venturosa,Tratamiento especial,Publico,2,RAFAEL URIBE URIBE,4.5811635432166025,-74.1219690652075,0.03,0.09,1.83,1.05,1.57,4.14,0.1,3,3,3,2,Malo,Alto,No,UAESP
1210,2025,0.4745,1423500,2025EE09100,Infraestructura,SSFFS-09100,09460754632380,alamo de lombardia,Conservar,Privado,6,FONTIBON,4.706112719089925,-74.16045792149365,2.69,8.45,9.93,0.55,15.6,2.33,9.3,5,4,5,4,Bueno,Bajo,No,EEAB
1211,2020,0.4379,877803,2020EE50244,Emergencia,SSFFS-50244,17031923622619,cipres enano,Poda estabilidad,Publico,1,CANDELARIA,4.6004985992246015,-74.06666168474591,0.46,1.45,2.38,0.69,1.82,1.26,1.59,3,2,3,4,Regular,Medio,No,UAESP
1212,2025,0.4745,1423500,2025EE55207,Infraestructura,SSFFS-55207,11441801659922,palma de yuca,Poda aclareo,Publico,3,SUBA,4.7134606841344775,-74.06296901925542,3.4,10.68,5.14,4.63,5.85,3.38,11.75,4,3,4,5,Bueno,Bajo,No,JBB
1213,2025,0.4745,1423500,2025EE57079,Emergencia,SSFFS-57079,05811131894781,cerezo,Poda aclareo,Publico,3,USME,4.514352067076679,-74.1260124740148,128.77,404.54,18.86,11.85,93.06,20.97,445.0,4,3,4,5,Bueno,Bajo,No,JBB
1214,2024,0.4476,1300000,2024EE86236,Manejo,SSFFS-86236,03526168409397,cipres italiano,Poda estructural,Publico,4,SANTA FE,4.605807676899697,-74.03481326835588,1.76,5.53,8.05,2.01,25.17,2.42,6.08,4,3,4,4,Regular,Medio,No,EEAB
1215,2025,0.4745,1423500,2025EE93237,Emergencia,SSFFS-93237,01030122510831,caucho de la india caucho,Poda aclareo,Publico,5,USAQUEN,4.702617253505523,-74.0219447914099,25.33,79.58,10.52,2.99,58.84,9.09,87.53,4,3,4,5,Bueno,Bajo,No,EEAB
1216,2025,0.4745,1423500,2025EE07703,Infraestructura,SSFFS-07703,12312730905521,mangle de tierra fria,Tala,Privado,6,BARRIOS UNIDOS,4.66780251348551,-74.08372274058843,3.49,10.96,14.03,10.07,6.43,8.13,12.06,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1217,2021,0.4379,908526,2021EE44763,Infraestructura,SSFFS-44763,15698005978322,tuno esmeraldo,Conservar,Privado,4,ANTONIO NARIÑO,4.595272322864193,-74.10691978489294,28.39,89.19,4.64,4.05,2.48,1.15,98.11,5,4,5,4,Bueno,Bajo,No,JBB
1218,2022,0.432,1000000,2022EE45079,Manejo,SSFFS-45079,05541875314902,hayuelo,Tala,Publico,2,USME,4.399653524446436,-74.11819123728718,56.96,178.95,3.22,2.59,92.94,1.53,196.84,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1219,2024,0.4476,1300000,2024EE09942,Emergencia,SSFFS-09942,12791459593621,yuca palma yuca,Poda aclareo,Privado,3,BARRIOS UNIDOS,4.665968630209397,-74.06577781416368,0.53,1.67,9.81,7.17,5.46,6.28,1.83,4,3,4,5,Bueno,Bajo,No,ENEL
1220,2023,0.4581,1160000,2023EE05561,Emergencia,SSFFS-05561,04523480702379,pino hayuelo,Tratamiento especial,Publico,5,SAN CRISTOBAL,4.580007562173247,-74.08388266976887,0.38,1.19,2.2,2.03,1.0,1.0,1.31,3,3,3,2,Malo,Alto,No,JBB
1221,2025,0.4745,1423500,2025EE84926,Infraestructura,SSFFS-84926,03072728492887,fotinia,Poda radicular,Publico,6,SANTA FE,4.6126522935576295,-74.07159321495311,0.11,0.35,5.0,2.83,1.71,3.13,0.38,4,4,2,4,Regular,Medio,No,OTRO
1222,2021,0.4379,908526,2021EE87436,Manejo,SSFFS-87436,15838286806722,eucalipto manchado,Tala,Publico,1,ANTONIO NARIÑO,4.591047617763616,-74.12538707133076,2.28,7.16,19.3,16.93,13.92,9.35,7.88,1,1,1,1,Muy Malo,Muy Alto,Si,EEAB
1223,2021,0.4379,908526,2021EE80021,Emergencia,SSFFS-80021,19356322160473,brevo,Poda radicular,Privado,1,CIUDAD BOLIVAR,4.446265519743731,-74.15494713280617,0.74,2.32,6.99,1.47,4.35,5.98,2.56,4,4,2,4,Regular,Medio,Si,EEAB
1224,2022,0.432,1000000,2022EE20111,Emergencia,SSFFS-20111,07691497841748,arbol de corcho,Poda radicular,Publico,2,BOSA,4.599269953788268,-74.18191047092903,0.23,0.72,5.95,5.84,6.07,5.18,0.79,4,4,2,4,Regular,Medio,No,JBB
1225,2024,0.4476,1300000,2024EE71680,Emergencia,SSFFS-71680,07478191210316,pajarito,Poda control altura,Privado,2,BOSA,4.599159495791925,-74.1658247621281,2.77,8.7,4.71,4.36,3.15,65.47,9.57,3,2,3,5,Regular,Medio,No,OTRO
1226,2025,0.4745,1423500,2025EE25368,Emergencia,SSFFS-25368,04560868749274,tagua,Poda estructural,Privado,2,SAN CRISTOBAL,4.557459493276921,-74.04336098818685,0.4,1.26,4.85,1.03,5.46,6.39,1.38,4,3,4,4,Regular,Medio,No,ENEL
1227,2025,0.4745,1423500,2025EE60953,Emergencia,SSFFS-60953,11818330593050,araucaria crespa,Poda aclareo,Publico,6,SUBA,4.773375713445363,-74.09434494955987,92.79,291.51,17.36,9.69,15.25,3.17,320.66,4,3,4,5,Bueno,Bajo,No,ENEL
1228,2021,0.4379,908526,2021EE50554,Manejo,SSFFS-50554,15745037686388,salvio negro,Poda estabilidad,Publico,2,ANTONIO NARIÑO,4.584586416275949,-74.10277976988662,1.17,3.68,11.47,10.61,5.18,11.49,4.04,3,2,3,4,Regular,Medio,No,JBB
1229,2022,0.432,1000000,2022EE59996,Infraestructura,SSFFS-59996,06086244411416,acacia negra,Poda aclareo,Privado,5,TUNJUELITO,4.57918362978738,-74.13373287166137,137.11,430.74,30.27,25.54,3.09,38.24,473.82,4,3,4,5,Bueno,Bajo,No,ENEL
1230,2020,0.4379,877803,2020EE36675,Infraestructura,SSFFS-36675,08536740420875,calistemo lloron,Tratamiento especial,Privado,2,KENNEDY,4.61632173157466,-74.15241371207682,2.0,6.28,9.95,1.37,53.95,21.16,6.91,3,3,3,2,Malo,Alto,No,UAESP
1231,2024,0.4476,1300000,2024EE90976,Manejo,SSFFS-90976,16287228075427,cedrillo yuco,Poda realce,Privado,4,PUENTE ARANDA,4.59389262198477,-74.12341030999765,2.23,7.01,11.11,4.09,0.54,2.04,7.71,4,4,4,4,Bueno,Bajo,No,UAESP
1232,2021,0.4379,908526,2021EE84110,Infraestructura,SSFFS-84110,17786625380766,cucharo espadero,Poda aclareo,Privado,6,CANDELARIA,4.592766749694905,-74.07133019201203,0.29,0.91,3.0,0.67,1.0,1.0,1.0,4,3,4,5,Bueno,Bajo,No,EEAB
1233,2022,0.432,1000000,2022EE88495,Infraestructura,SSFFS-88495,07443183465715,araucaria,Conservar,Publico,5,BOSA,4.625276478459348,-74.18081724682861,35.39,111.18,3.1,1.75,14.25,8.23,122.3,5,4,5,4,Bueno,Bajo,No,ENEL
1234,2020,0.4379,877803,2020EE08985,Infraestructura,SSFFS-08985,16842076179298,pino romeron,Poda estructural,Privado,5,PUENTE ARANDA,4.611311598195938,-74.10710971631455,2.94,9.24,16.99,9.53,13.2,10.36,10.16,4,3,4,4,Regular,Medio,No,EEAB
1235,2023,0.4581,1160000,2023EE15262,Emergencia,SSFFS-15262,17939127375648,morera,Poda control altura,Privado,4,CANDELARIA,4.591497072804165,-74.07084796108137,0.36,1.13,1.92,0.36,1.51,2.22,1.24,3,2,3,5,Regular,Medio,No,EEAB
1236,2024,0.4476,1300000,2024EE30520,Emergencia,SSFFS-30520,17416263732814,gaquillo,Tala,Privado,3,CANDELARIA,4.591649144164026,-74.07394804557073,0.09,0.28,2.3,1.3,2.0,0.75,0.31,1,1,1,1,Muy Malo,Muy Alto,No,EEAB
1237,2022,0.432,1000000,2022EE95031,Emergencia,SSFFS-95031,19084347843258,hiperico,Poda aclareo,Privado,5,CIUDAD BOLIVAR,4.49349937219294,-74.13651223389957,0.11,0.35,1.98,1.1,1.32,1.94,0.38,4,3,4,5,Bueno,Bajo,Si,ENEL
1238,2020,0.4379,877803,2020EE52306,Infraestructura,SSFFS-52306,18165540367738,palma de datiles,Poda control altura,Privado,2,RAFAEL URIBE URIBE,4.5648832700836115,-74.11470836878856,0.77,2.42,8.17,1.3,5.49,5.73,2.66,3,2,3,5,Regular,Medio,No,JBB
1239,2022,0.432,1000000,2022EE08521,Manejo,SSFFS-08521,02616194182619,schefflera tortolito,Tratamiento integral,Publico,4,CHAPINERO,4.646383512769832,-74.04801932603237,0.62,1.95,6.99,1.78,2.19,2.27,2.14,2,2,2,2,Malo,Alto,No,EEAB
1240,2022,0.432,1000000,2022EE80379,Manejo,SSFFS-80379,02779290065368,eucalipto blanco,Poda realce,Privado,2,CHAPINERO,4.627533070831699,-74.06238650971751,1.82,5.72,21.88,12.35,10.7,8.95,6.29,4,4,4,4,Bueno,Bajo,No,JBB
1241,2021,0.4379,908526,2021EE87674,Infraestructura,SSFFS-87674,01760007081172,cipres,Tala,Privado,4,USAQUEN,4.8118300054499565,-74.01019735269246,0.87,2.73,16.87,14.95,5.77,9.79,3.01,1,1,1,1,Muy Malo,Muy Alto,No,EEAB
1242,2024,0.4476,1300000,2024EE14330,Emergencia,SSFFS-14330,18040241076225,tibar extranjero,Traslado,Privado,6,RAFAEL URIBE URIBE,4.559378993451226,-74.10623155995565,0.39,1.23,2.81,1.03,1.1,0.38,1.35,4,4,5,4,Bueno,Bajo,No,UAESP
1243,2021,0.4379,908526,2021EE34878,Infraestructura,SSFFS-34878,02676915474513,curapin campanilla,Poda control altura,Privado,6,CHAPINERO,4.642968217821126,-74.02907540542328,0.98,3.08,7.15,2.85,5.74,4.89,3.39,3,2,3,5,Regular,Medio,No,OTRO
1244,2022,0.432,1000000,2022EE87278,Manejo,SSFFS-87278,09248847843704,sauco,Poda realce,Privado,4,FONTIBON,4.649889858700043,-74.10898898247821,104.34,327.79,17.89,4.67,25.45,14.42,360.57,4,4,4,4,Bueno,Bajo,No,JBB
1245,2025,0.4745,1423500,2025EE08758,Emergencia,SSFFS-08758,06268873901432,caucho lira,Poda estructural,Privado,6,TUNJUELITO,4.562485844122019,-74.12837992512226,0.32,1.01,10.3,9.35,1.93,0.19,1.11,4,3,4,4,Regular,Medio,No,JBB
1246,2023,0.4581,1160000,2023EE45107,Emergencia,SSFFS-45107,02829179327512,cerezo,Poda estabilidad,Publico,2,CHAPINERO,4.660844397824914,-74.05577261024462,124.6,391.44,21.5,6.52,159.12,16.96,430.59,3,2,3,4,Regular,Medio,No,EEAB
1247,2024,0.4476,1300000,2024EE53658,Infraestructura,SSFFS-53658,12280841831139,tabaco,Traslado,Publico,4,BARRIOS UNIDOS,4.6782041774959815,-74.06839764783386,0.16,0.5,2.8,0.47,1.5,3.2,0.55,4,4,5,4,Bueno,Bajo,No,UAESP
1248,2022,0.432,1000000,2022EE86232,Infraestructura,SSFFS-86232,04735628311274,foetinia,Poda aclareo,Publico,6,SAN CRISTOBAL,4.55349270424042,-74.07057653016821,0.41,1.29,3.44,1.62,2.0,3.0,1.42,4,3,4,5,Bueno,Bajo,No,UAESP
1249,2025,0.4745,1423500,2025EE05830,Manejo,SSFFS-05830,08337975987370,cedro andino,Tratamiento integral,Privado,6,KENNEDY,4.623754437027644,-74.14838914413185,0.53,1.67,11.95,5.16,4.76,7.76,1.83,2,2,2,2,Malo,Alto,No,JBB
1250,2024,0.4476,1300000,2024EE78966,Emergencia,SSFFS-78966,03577344374748,jazmin del cabo,Tala,Publico,5,SANTA FE,4.596386945232098,-74.05119193029329,51.28,161.1,61.7,18.51,5.38,15.3,177.21,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1251,2024,0.4476,1300000,2024EE47114,Infraestructura,SSFFS-47114,17234561723744,acacia japonesa,Poda realce,Privado,1,CANDELARIA,4.599888180345867,-74.06251483328671,64.19,201.66,23.28,0.81,16.98,2.85,221.83,4,4,4,4,Bueno,Bajo,No,UAESP
1252,2021,0.4379,908526,2021EE99468,Emergencia,SSFFS-99468,07318269786065,algodon extranjero,Conservar,Publico,1,BOSA,4.610402909771364,-74.19969694141415,1.61,5.06,17.2,15.73,3.68,6.15,5.56,5,4,5,4,Bueno,Bajo,No,OTRO
1253,2022,0.432,1000000,2022EE99971,Manejo,SSFFS-99971,15132762457868,cucharo,Traslado,Publico,3,ANTONIO NARIÑO,4.585146925319967,-74.10237811049049,1.31,4.12,10.65,1.41,3.33,3.25,4.53,4,4,5,4,Bueno,Bajo,No,JBB
1254,2024,0.4476,1300000,2024EE06140,Infraestructura,SSFFS-06140,09007497670123,palma payanesa,Poda estructural,Publico,1,FONTIBON,4.684114115955356,-74.16767658241568,0.58,1.82,3.05,1.43,11.86,6.58,2.0,4,3,4,4,Regular,Medio,No,EEAB
1255,2023,0.4581,1160000,2023EE31832,Emergencia,SSFFS-31832,13610920461711,venturosa,Poda aclareo,Privado,5,TEUSAQUILLO,4.648047455404611,-74.07445720397656,0.04,0.13,2.87,1.96,2.12,1.44,0.14,4,3,4,5,Bueno,Bajo,No,OTRO
1256,2021,0.4379,908526,2021EE52152,Infraestructura,SSFFS-52152,07314731288484,uva camarona,Poda radicular,Privado,5,BOSA,4.609133710213065,-74.18354655431727,0.31,0.97,8.97,0.29,9.94,13.61,1.07,4,4,2,4,Regular,Medio,No,UAESP
1257,2022,0.432,1000000,2022EE00142,Emergencia,SSFFS-00142,17541569865487,manzano,Poda estabilidad,Publico,6,CANDELARIA,4.591672051987337,-74.07859166718255,1.66,5.22,3.22,0.8,2.1,4.2,5.74,3,2,3,4,Regular,Medio,No,ENEL
1258,2021,0.4379,908526,2021EE95936,Infraestructura,SSFFS-95936,08082514811729,fucsia boliviana,Tratamiento integral,Privado,1,KENNEDY,4.644316228907399,-74.1804168763702,1.78,5.59,8.25,3.06,68.65,1.18,6.15,2,2,2,2,Malo,Alto,No,OTRO
1259,2022,0.432,1000000,2022EE08318,Emergencia,SSFFS-08318,07056421151192,calistemo,Poda estructural,Privado,4,BOSA,4.634708926477284,-74.18671353236631,1.71,5.37,3.06,1.94,4.16,6.05,5.91,4,3,4,4,Regular,Medio,No,UAESP
